Nome: TRACUATEUA
Codigo Estacao: 82145
Latitude: -1.06361111
Longitude: -46.86527777
Altitude: 24.68
Situacao: Operante
Data Inicial: 1998-01-01
Data Final: 2020-09-29
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
2000-12-31;5;216,2;null;null;248,2;4,978495;5;61,8;1006,339785;32,880645;26,869032;22,290323;80,153226;5;2,16129;47,741935;null;
2001-01-31;0;101,8;null;null;111,8;7,258065;26;436,1;1006,982796;30,251613;25,500645;22,167742;89,612903;4;,817204;45,268817;null;
2001-02-28;0;83,8;null;null;102,7;7,666667;22;336,9;1006,410714;30,078571;25,477857;22,142857;90,6875;3;,714286;46,904762;null;
2001-03-31;0;79,3;null;null;103,8;8,258065;27;477,6;1006,891398;30,212903;25,563226;22,432258;90,814516;5;,827957;45,849462;null;
2001-04-30;0;49,4;null;null;100,5;7,855556;26;435,2;1007,252222;30,173333;25,498;22,486667;90,725;3;,6;46,777778;null;
2001-05-31;0;46,4;null;null;174,7;7,150538;22;298,3;1007,44086;31,735484;26,265806;22,664516;88,129032;4,8;,977419;52,688172;null;
2001-06-30;0;89,5;null;null;189,9;6,766667;23;204,5;1008,785556;31,42;25,733333;21,913333;86,766667;4,7;,952222;49,111111;null;
2001-07-31;0;119,9;null;null;240,3;5,311828;17;217,4;1008,555914;31,329032;25,743226;21,490323;86,75;3;1,150538;49,247312;null;
2001-08-31;0;185,1;null;null;265,8;4,591398;12;67,4;1009,46129;31,832258;25,889032;21,064516;83,967742;5;1,505376;47,956989;null;
2001-09-30;5;300,3;null;null;259;4,344444;2;4,1;1007,115556;32,723333;26,442667;21,216667;78,233333;5,4;1,931111;52,111111;null;
2001-10-31;0;352,5;null;null;279,4;4,037634;1;3,7;1007,136559;33,274194;26,86129;21,141935;73,991935;5,4;1,888172;55,107527;null;
2001-11-30;9;230,6;null;null;269,3;4,555556;0;0;1006,242222;33,833333;27,278667;21,206667;71,95;6,2;1,892222;52,111111;null;
2001-12-31;9;273,9;null;null;260,6;4,311828;1;,2;1005,498925;33,964516;27,732258;22,348387;74,943548;7;2,724731;52,903226;null;
2002-01-31;0;100,8;null;null;125,2;7,612903;27;346,8;1007,302151;31,045161;25,951613;21,890323;86,306452;4,8;,729032;44,677419;null;
2002-02-28;0;71;null;null;131,3;8,119048;19;294,9;1007,154762;31,292857;26,104286;21,885714;86,357143;6,4;1,130952;50,238095;null;
2002-03-31;0;79,6;null;null;107,2;8,763441;25;408,6;1007,311828;30,474194;25,641935;21,812903;88,403226;4,2;,768817;49,301075;null;
2002-04-30;0;42,1;null;null;115,9;8,344444;27;476,8;1006,83;30,603704;25,5048;21,507143;90,083333;5;,665556;54,888889;null;
2002-05-31;0;47,4;null;null;174,7;7,096774;22;306;1007,42043;31,177419;26,031034;21,634483;87,75;4,8;,992473;53,655914;null;
2002-06-30;0;68,5;null;null;184,5;5,866667;24;175,4;1009,02;31,21;25,560667;20,92;87,891667;4;,801111;51,666667;null;
2002-07-31;9;78,9;null;null;249,3;4,688172;13;81,7;1009,409677;31,454839;25,565806;20,2;86,379032;2,8;1,064516;50,645161;null;
2002-08-31;0;98,8;null;null;277;4,526882;10;39,8;1008,726882;32,122581;25,936774;20,103226;82,306452;4;1,556989;52,688172;null;
2002-09-30;9;226,9;null;null;271,7;3,855556;1;1,4;1008,374444;33,246667;26,291333;19,66;78,025;5,2;1,903333;51,777778;null;
2002-10-31;9;235,9;null;null;275,3;4,150538;1;1,5;1006,975269;33,506452;26,732258;20,245161;74,887097;5;2,312903;51,075269;null;
2002-11-30;9;214,5;null;null;260;4,222222;2;4,9;1007,02;33,886667;27,049333;20,386667;76,875;5,4;2,226667;53,311111;null;
2002-12-31;9;135,2;null;null;198,6;5,956989;9;35,1;1007,269892;33,3;27,290968;21,806452;78,491935;5,8;1,791398;52,204301;null;
2003-01-31;9;139,5;145,165101;145,165101;195;5,913978;13;413,9;1007,811828;32,680645;26,686452;21,225806;81,508065;6,4;1,597849;52,795699;null;
2003-02-28;0;49,2;110,281416;110,281416;75,2;8,97619;26;697,8;1007,638095;30,582143;25,464286;21,128571;90,883929;3,8;,734524;52,619048;null;
2003-03-31;0;48,1;120,190542;120,190542;80,6;8,712366;28;519,8;1007,513978;30,193548;25,385806;20,951613;90,919355;10;,74086;53,172043;null;
2003-04-30;0;45,8;117,597595;117,597595;106,2;8,222222;27;498,6;1007,74;30,65;25,492667;20,8;91,533333;4,2;,578889;51,977778;null;
2003-05-31;9;56,3;129,65194;129,65194;171,1;6,236559;23;232,6;1007,841935;31,554839;25,996129;20,722581;88,451613;13;1,073118;52,473118;null;
2003-06-30;9;35;120,419515;120,419515;205,5;5,355556;24;224,2;1007,992222;31,826667;25,694667;20,22;88,666667;3,1;,926667;52,111111;null;
2003-07-31;9;72,5;117,936681;117,936681;211,1;5,290323;28;265,4;1009,015054;31,387097;25,32129;19,677419;89,201613;3,1;,924731;52,795699;null;
2003-08-31;9;81,5;128,076866;128,076866;274,9;4,526882;6;65,1;1009,093548;32,306452;25,92;19,222581;83,612903;4,5;1,274194;54,946237;null;
2003-09-30;9;130,1;null;null;271,5;4,488889;6;8,2;1008,155556;33,223333;26,374;19,36;79,091667;5,6;1,764444;54,666667;null;
2003-10-31;9;155;null;null;234,2;4,569892;4;2,2;1006,625806;33,077419;26,495484;19,348387;77,08871;5,6;1,951613;54,623656;null;
2003-11-30;9;180,3;null;null;233,8;4,088889;2;6,8;1005,993333;33,646667;26,964667;20,06;74,683333;5,6;1,828889;53,666667;null;
2003-12-31;9;198,5;null;null;null;4,526882;2;6,4;1006,562366;33,425806;27,180645;20,916129;75,604839;5;1,533333;53,333333;null;
2004-01-31;0;115,3;null;null;null;6,771739;18;245,2;1006,530108;31,377419;26,212258;21,16129;84,016129;4;,701075;52,258065;null;
2004-02-29;0;48,1;null;null;93,7;7,54023;27;501,7;1007,54023;29,934483;25,262759;20,586207;89,948276;3,1;,541379;51,609195;null;
2004-03-31;0;42,6;null;null;92,3;8,430108;27;750,3;1006,843011;30,003226;25,337419;20,612903;91,241935;2,6;,439785;53,010753;null;
2004-04-30;0;55;null;null;null;7,022222;22;390,4;1006,915556;31,523333;25,959333;20,64;89,025;2,8;,6;51,777778;null;
2004-05-31;0;69,5;null;null;null;5,483871;22;171,9;1007,517204;31,967742;26,076129;20,341935;87,975806;2,1;,616129;52,473118;null;
2004-06-30;0;42,3;null;null;null;4,644444;22;226;1009,632222;31,376667;25,686;21,346667;87,783333;3,6;,795556;52,555556;null;
2004-07-31;0;67,1;null;null;182;5,268817;24;158,9;1008,345161;31,216129;25,49871;21,187097;88,217742;2,5;,676344;51,505376;null;
2004-08-31;5;94,8;null;null;252,8;4,698925;13;84;1009,524731;31,593548;25,963871;21,070968;84,814516;3,8;1,043011;51,935484;null;
2004-09-30;5;140,2;null;null;273,2;4,088889;7;8,9;1007,62;33,003333;26,615333;20,806667;78,091667;4,6;1,425556;51,666667;null;
2004-10-31;5;173,1;null;null;282,5;4,548387;2;,4;1006,666667;33,574194;26,999355;21,064516;75,137097;5,3;1,676344;51,72043;null;
2004-11-30;9;187;null;null;281,4;3,822222;1;,2;1006,141111;33,57;27,03;20,9;74,141667;3,6;1,387778;51,666667;null;
2004-12-31;9;182,2;null;null;220,5;4,989247;4;50,4;1006,180645;33,525806;27,254839;21,670968;76,032258;2,5;1,037634;51,72043;null;
2005-01-31;0;134,9;null;null;217,7;5,516129;8;96,6;1005,841935;32,76129;27,05871;21,532258;81,217742;4;,883871;52,043011;null;
2005-02-28;0;74;null;null;136,8;7,130952;19;192,7;1005,857143;32,064286;26,768571;22,407143;86,848214;2,6;,629762;53,333333;null;
2005-03-31;0;47,9;null;null;113,9;7,494624;26;501,2;1007,280645;31,470968;26,165161;21,874194;90,040323;3,6;,417204;51,182796;null;
2005-04-30;0;42,1;null;null;113;7,377778;25;268,3;1006,733333;31,76;26,206667;21,753333;90,166667;1,8;,301111;51,444444;null;
2005-05-31;0;48,6;null;null;126,3;6,645161;28;285;1007,097849;31,464516;26,025161;21,583871;89,677419;3;,344086;51,397849;null;
2005-06-30;9;61;null;null;197,8;4,8;21;188,4;1007,851111;32,17;26,091333;20,9;85,666667;2,8;,813333;51,777778;null;
2005-07-31;null;null;null;null;223,4;4,322581;23;195;1009,027957;32,75;26,090909;20,413636;84,772727;1,4;null;50,860215;null;
2005-08-31;9;null;null;null;252,2;4,268817;10;13,4;1008,346237;32,661905;26,796;21,37619;78,809524;3,6;1,058442;52,150538;null;
2005-09-30;9;102,3;null;null;277,7;4,077778;4;,4;1008,175556;33,276667;26,989333;21,003333;73,85;3,2;1,462222;52,555556;null;
2005-10-31;9;110,4;null;null;283,8;4,483871;3;15;1007,093548;33,396774;27,352903;21,6;73,169355;3;1,426882;53,763441;null;
2005-11-30;9;121,7;null;null;258,2;4;1;1,2;1005,513333;33,936667;27,931333;21,98;71,658333;4,6;1,67;53,333333;null;
2005-12-31;0;93,6;null;null;180,6;5,516129;11;63,1;1005,303226;32,980645;27,34129;22,145161;76,701613;3,3;1,004301;54,236559;null;
2006-01-31;0;68,2;null;null;184,4;6,086022;11;102,4;1005,744086;31,896774;26,764516;21,835484;81,5;3,2;,792473;53,096774;null;
2006-02-28;0;50,4;null;null;123;7,178571;20;379,3;1006,936905;31,2;26,065;21,528571;85,276786;2,8;,636905;52,857143;null;
2006-03-31;0;43,6;null;null;null;6,784946;23;465,9;1007,395699;30,677419;25,697419;21,125806;87,282258;3,3;,589247;51,849462;null;
2006-04-30;0;33,4;null;null;110,1;7,144444;26;417,7;1007,128889;30,786667;25,814667;21,46;88,725;2;,196667;52;null;
2006-05-31;0;20,7;null;null;125,7;6,978495;28;374,7;1008,621505;30,780645;25,592258;20,993548;88,225806;2,8;,335484;52,258065;null;
2006-06-30;0;26,1;122,041091;122,041091;158,4;5,788889;22;125,3;1009,046667;31,5;25,659333;20,813333;85,741667;3,4;,444444;52,222222;null;
2006-07-31;0;50,9;127,85271;127,85271;219,1;4,236559;21;120,4;1008,975269;31,741935;25,881935;20,416129;84,475806;3;,704301;51,397849;null;
2006-08-31;9;60,4;133,259378;133,259378;262,6;4,075269;10;66,5;1008,27957;32,387097;26,303226;20,380645;80,290323;2,8;,930108;53,225806;null;
2006-09-30;9;53,2;136,202439;63,287912;277,2;4,277778;6;39,4;1008,088889;32,646667;26,587333;20,403333;76,716667;3;1,178889;53,333333;null;
2006-10-31;9;75,8;150,43624;1,6;303,4;3,709677;2;,8;1006,667742;33,754839;27,085806;20,180645;73,5;3;1,351613;53,333333;null;
2006-11-30;9;96,4;147,755059;35,2;236,5;4,422222;6;35,2;1005,881111;33,476667;27,214;20,833333;75,708333;4,6;1,175556;52,222222;null;
2006-12-31;9;72,1;152,836076;11,7;248,2;4,623656;3;11,7;1006,94086;33,548387;27,23871;20,645161;75,935484;3,6;1,145161;53,333333;null;
2007-01-31;9;60,3;154,708111;17,4;231,7;5,763441;7;17,4;1006,551613;33,690323;27,690323;21,43871;74,193548;4;1,156989;52,795699;null;
2007-02-28;0;17,3;110,281416;110,281416;null;8,119048;23;590;1007,627381;30,435714;25,593571;20,55;85,785714;3,6;,521429;51,190476;null;
2007-03-31;0;19,2;118,568526;118,568526;null;7,311828;30;517,2;1006,948387;30,23871;25,305806;20,277419;88,798387;2,6;,411828;51,451613;null;
2007-04-30;0;25,3;120,805018;120,805018;112,7;7,811111;28;423,9;1007,627778;31,013333;25,699333;20,443333;89,041667;2,4;,266667;52,166667;null;
2007-05-31;0;41,3;126,24897;126,24897;145,7;6,634409;31;343,1;1007,535484;31,277419;25,806452;20,103226;87,903226;2,8;,326882;52,580645;null;
2007-06-30;0;36,3;115,646542;115,646542;197,7;4,811111;24;257;1008,427778;31,173333;25,471333;19,263333;86,208333;2;,544444;51,777778;null;
2007-07-31;0;50,9;121,179027;121,179027;245;4,903226;15;92,4;1008,701075;31,729032;25,623226;18,735484;83,629032;1,8;,688172;51,182796;null;
2007-08-31;9;32,5;124,702382;124,702382;253,1;4,868132;18;83,3;1008,102151;31,8;25,649677;18,893548;82,169355;3,6;,708602;51,505376;null;
2007-09-30;9;67,1;124,248936;63,418591;243,1;4,622222;5;34,1;1008,496667;32,206667;25,864;18,466667;78,333333;4,1;1,083333;50,911111;null;
2007-10-31;9;92,5;139,271247;10,4;null;4,870968;4;10,4;1006,74086;32,606452;null;null;75,096774;3,4;1,46129;51,408602;null;
2007-11-30;9;110,6;175,638472;17;null;4,377778;1;17;1005,875556;33,116667;null;null;74,3;3,6;1,374444;51,777778;null;
2007-12-31;9;85,7;170,970159;93,5;null;5,688172;10;93,5;1005,798925;32,296774;null;null;79,508065;2,8;,944086;50,967742;null;
2008-01-31;0;35,6;145,165101;145,165101;130,5;7,150538;23;394,6;1006,195699;30,36129;null;null;87,330645;2,6;,493548;51,666667;null;
2008-02-29;0;28,3;137,307186;137,307186;129;7,114943;20;251,8;1007,225287;30,875862;null;null;87,87069;2,8;,493103;51,034483;null;
2008-03-31;0;22,2;126,825784;126,825784;79,3;8,709677;29;672,7;1007,270968;29,445161;null;null;91,185484;1,6;,190323;48,924731;null;
2008-04-30;0;27;120,795537;120,795537;88,6;8,077778;28;418;1006,338889;30,41;25,639333;22,556667;90,666667;1,6;,214444;50,111111;null;
2008-05-31;0;31,5;129,64465;129,64465;117,2;7,537634;28;456;1007,423656;31,167742;25,97871;22,616129;88,830645;2,2;,408602;50,602151;null;
2008-06-30;0;38,5;126,9974;126,9974;141,8;6,655556;25;278;1008,306667;31,656667;26,016667;22,243333;86,425;2;,331111;50,555556;null;
2008-07-31;0;51,2;133,031264;133,031264;199,3;4,677419;25;272,7;1008,732258;31,932258;25,826452;21,46129;86,104839;1,8;,535484;50,860215;null;
2008-08-31;9;52,7;135,029111;120,938295;271,1;4,204301;11;76,8;1007,202151;32,445161;26,379355;21,56129;81,790323;2,6;,852688;51,397849;null;
2008-09-30;9;66,7;164,543893;59,738339;255,9;3,922222;5;16,6;1007,584444;32,936667;null;null;77,4;2,9;1,252222;51,888889;null;
2008-10-31;9;113,7;154,306958;40,978557;289,1;3,956989;4;31,8;1006,967742;33,445161;null;null;74,66129;3;1,369892;51,935484;null;
2008-11-30;9;123,3;161,278086;2,998347;251,6;4,277778;0;0;1005,778889;34,073333;27,926667;22,92;73,175;3;1,273333;51,444444;null;
2008-12-31;9;111,9;158,722517;28,245097;220,9;4,817204;7;27,7;1005,482796;33,896774;27,774194;22,522581;75,427419;2,8;,946237;50,860215;null;
2009-01-31;0;79,3;164,688052;164,688052;160,9;6,55914;15;173;1006,595699;32,241935;null;null;82,354839;2,2;,58172;50,537634;null;
2009-02-28;0;35;129,208191;129,208191;95;8,035714;25;603,2;1006,655952;30,235714;null;null;88,633929;2,4;,439286;50,595238;null;
2009-03-31;0;37,9;140,903788;140,903788;105,9;7,419355;29;527,4;1006,494624;30,270968;null;null;89,104839;2,4;,354839;50,107527;null;
2009-04-30;0;33;132,520631;132,520631;88,9;7,644444;25;507,8;1007,825556;29,933333;null;null;89,933333;2;,262222;49,888889;null;
2009-05-31;0;24,3;133,119498;133,119498;86,9;8,344086;31;849,7;1008,109677;30,303226;null;null;91,782258;1,6;,150538;49,086022;null;
2009-06-30;0;44,3;120,419515;120,419515;120,6;6,744444;26;292,6;1008,577778;30,953333;25,63;21,076667;88,141667;2;,361111;51;null;
2009-07-31;0;60,4;124,484132;124,484132;211,8;4,494624;25;227,4;1008,646237;31,567742;25,805161;20,664516;84,5;2,2;,492473;51,72043;null;
2009-08-31;9;79,7;136,795959;110,418533;280,8;4,021505;9;54,2;1008,102151;32,051613;26,422581;20,951613;80,120968;2,6;,923656;51,397849;null;
2009-09-30;9;93,2;137,974208;33,653422;275,5;3,977778;1;1;1008,378889;32,686667;26,736667;21,063333;75,716667;3;1,451111;51,555556;null;
2009-10-31;9;122,2;146,646569;9,924165;286,6;3,903226;0;0;1006,697849;33,490323;27,043871;20,735484;73,693548;3;1,227957;51,935484;null;
2009-11-30;9;156,7;70,039355;1,31134;273;3,9;0;0;1005,93;33,43;27,396;21,49;71,858333;3,8;1,383333;51,444444;null;
2009-12-31;9;142,9;160,717724;48,873826;237,6;5,139785;4;48;1006,236559;33,612903;27,705161;22,551613;74,145161;3,6;1,426882;51,397849;null;
2010-01-31;0;77,9;147,039303;117,906154;192;5,989247;16;118,2;1006,582796;32;26,910323;22,319355;81,709677;2,8;,777419;49,892473;null;
2010-02-28;0;50,9;137,734747;137,734747;175,8;6,595238;15;208,2;1006,458333;32,078571;27,144286;22,621429;83,973214;3,4;,857143;50,357143;null;
2010-03-31;0;48,5;160,002606;149,425772;212,4;5,505376;16;132,3;1006,65914;33,290323;27,516774;22,241935;83,080645;3,2;,582796;51,075269;null;
2010-04-30;0;31,6;134,257625;134,257625;92,1;8,3;29;379,5;1006,666667;31,873333;26,564;22,186667;90,875;1,2;,148889;50,111111;null;
2010-05-31;0;46,5;149,542154;145,318729;167;6,612903;11;119;1006,929032;32,825806;26,974194;21,987097;87,225806;2,8;,376344;50,322581;null;
2010-06-30;0;41,6;126,998783;126,998783;196,5;5,5;25;291,2;1008,61;32,553333;26,129333;20,7;86,033333;1,2;,411111;50,944444;null;
2010-07-31;0;48,7;127,85271;127,85271;215,8;5,236559;26;375,9;1008,235484;32,212903;25,999355;20,332258;87,741935;1,6;,356989;50,645161;null;
2010-08-31;0;54,1;133,259378;133,259378;252,4;4,763441;18;138,1;1008,263441;32,380645;26,201935;20,080645;84,637097;2,2;,580645;50,860215;null;
2010-09-30;9;80,9;134,446877;82,467345;257,2;3,633333;4;11,8;1007,15;32,933333;26,532667;19,87;78,675;2,6;1,017778;51,933333;null;
2010-10-31;0;86,2;144,777373;45,751535;276,9;3,892473;2;25,3;1006,82043;34,093548;27,049677;19,922581;76,25;2,6;,975269;51,978495;null;
2010-11-30;9;90,3;145,892413;33,27368;241,1;4,755556;7;27,1;1005,288889;33,726667;27,073333;20,333333;77,016667;2,6;,997778;50,888889;null;
2010-12-31;0;83,7;145,232712;145,232712;214,2;4,935484;13;160,9;1004,791398;33,332258;26,830323;20,5;80,169355;2,4;,688172;50,537634;null;
2011-01-31;0;42,9;120,67152;120,67152;126;7,301075;25;449,1;1005,676344;30,841935;25,356774;19,922581;88,072581;1,6;,307527;49,516129;null;
2011-02-28;0;33,8;105,87649;105,87649;89,3;7,190476;23;325,6;1006,79881;30,242857;25,207857;20,314286;90,401786;1,8;,188095;51,547619;null;
2011-03-31;0;41,5;123,481718;123,481718;115,8;7,537634;22;387,5;1006,42043;31,374194;25,587097;20,070968;88,895161;1,6;,306452;50,397849;null;
2011-04-30;0;38;119,506513;119,506513;102,3;7,777778;27;503,1;1006,911111;31,233333;25,61;20,39;88,925;1,6;,208889;50,055556;null;
2011-05-31;0;34,1;128,216729;128,216729;119,9;7,086022;26;379,4;1006,872043;31,612903;25,88;20,451613;88,846774;1,4;,28172;50,268817;null;
2011-06-30;0;39;117,548957;117,548957;179,4;5,133333;22;226,3;1008,313333;31,746667;25,617333;19,426667;86,791667;2,8;,471111;51,555556;null;
2011-07-31;0;51;123,146081;123,146081;220,1;4,430108;18;211,6;1008,33871;31,890323;25,672903;19,248387;85,66129;2,4;,483871;51,290323;null;
2011-08-31;9;53,1;131,755875;98,90256;268,6;3,924731;10;38,1;1008,412903;32,929032;26,064516;18,923333;81,274194;3,2;,750538;51,612903;null;
2011-09-30;9;67;131,182036;58,45054;259,9;3,755556;7;34,1;1008,365556;33,446667;26,526;19,05;78,166667;2,8;,956667;51,777778;null;
2011-10-31;9;89,2;141,237117;70,963897;264,6;3,795699;4;62,9;1006,132258;33,690323;26,569677;19,132258;76,322581;2,2;,891304;51,397849;null;
2011-11-30;9;100,4;140,507723;9,247421;null;4,366667;4;4,2;1005,917778;33,89;26,824286;19,282143;74,133333;2;,871111;52,333333;null;
2011-12-31;9;101;147,193397;1,337298;269,8;3,989247;0;0;1006,104301;33,767742;26,988387;19,109677;72,540323;3;1,101075;53,333333;null;
2012-01-31;0;88,8;138,024347;86,161554;223,5;5,311828;11;86;1006,452688;32,658065;26,349677;19,632258;78,790323;2,8;,68172;51,505376;null;
2012-02-29;0;52,9;111,509789;111,509789;128,9;6,758621;19;174,1;1006,690805;31,393103;25,391852;19,177778;85,586207;2,4;,365517;50,229885;null;
2012-03-31;0;41,5;122,157533;122,157533;153,2;7,11828;28;302,2;1006,996774;31,23871;25,517419;19,490323;87,975806;2,8;,410753;50,645161;null;
2012-04-30;0;46,1;125,971548;125,971548;177,3;6,755556;20;341,1;1006,825556;32,046667;26,012;19,506667;86,275;1,8;,448889;50,666667;null;
2012-05-31;9;59,7;128,20952;128,20952;235,2;5,075269;14;140,3;1007,741935;32,083871;25,883871;18,787097;83,080645;1,6;,616129;50,860215;null;
2012-06-30;0;61;120,714901;120,320499;232,9;4,844444;15;112,7;1008,98;32,24;25,785333;18,993333;83,233333;1,8;,588889;51,222222;null;
