Nome: TARAUACA
Codigo Estacao: 82807
Latitude: -8.16027777
Longitude: -70.7686111
Altitude: 172.27
Situacao: Operante
Data Inicial: 1998-01-01
Data Final: 2020-09-29
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
1999-10-31;0;null;null;null;183,9;5,935484;null;160,8;null;33,1;null;null;84,927419;1,1;,484946;46,451613;null;
1999-11-30;0;null;null;null;164,8;6,555556;null;89,6;null;32,97;null;null;84,666667;2;,5;49;null;
1999-12-31;0;null;null;null;102;7,516129;23;388,2;null;31,441935;null;null;88,669355;2;,451613;49,086022;null;
2000-01-31;0;null;null;null;null;8,053763;23;194,6;null;30,932258;null;null;89,58871;1;,462366;49,032258;null;
2000-02-29;0;null;null;null;null;8,034483;19;172;null;31,634483;null;null;87,862069;1;,436782;47,068966;null;
2000-03-31;0;null;null;null;87,7;7,483871;24;250;null;31,383871;null;null;89,096774;2;,376344;49,032258;null;
2000-04-30;0;null;null;null;124,6;6,644444;19;181,8;null;32,053333;null;null;88,5;1;,466667;49;null;
2000-05-31;0;null;null;null;139,2;6,526882;17;103,4;null;31,364516;null;null;87,782258;2;,526882;43,709677;null;
2000-06-30;0;null;null;null;93,5;6,3;9;89,3;null;31,573333;null;null;88,983333;2;,466667;44,611111;null;
2000-07-31;0;null;null;null;179,3;5,301075;7;42,2;null;30,780645;20,363871;null;84,580645;2;,526882;43,978495;null;
2000-08-31;0;62,5;null;null;160,4;5,83871;11;69,5;null;32,793548;25,387097;20,748387;84,266129;2;,569892;44,892473;null;
2000-09-30;0;92,9;null;null;184,8;5,522222;9;76;null;33,283333;25,724;20,856667;81,216667;2;,611111;47,722222;null;
2000-10-31;0;64,3;null;null;169;6,043011;15;269,1;null;32,822581;25,594194;21,516129;87,112903;2;,44086;48,602151;null;
2000-11-30;0;45,1;null;null;133,6;6,255556;18;375,2;null;31,9;25,902;22,236667;87,091667;2;,411111;50;null;
2000-12-31;0;63,5;null;null;141,8;6,11828;19;147,8;null;32,064516;26,247097;22,674194;86,201613;1;,419355;50;null;
2001-01-31;0;53,2;null;null;125,5;7,387097;25;281,8;null;29,812903;25,2;22,077419;88,532258;2;,537634;49,892473;null;
2001-02-28;0;44,3;null;null;87,2;8,130952;21;245,2;null;30,139286;25,408571;22,303571;88,910714;2;,416667;48,392857;null;
2001-03-31;0;52,8;null;null;106,2;7,55914;26;361,2;null;30,729032;25,66129;22,867742;88,814516;2;,473118;48,548387;null;
2001-04-30;0;39,9;null;null;164,8;6,833333;17;111,7;null;31,29;25,756667;22,453333;88,208333;2;,544444;46,055556;null;
2001-05-31;0;43,7;null;null;137,2;6,72043;19;129,8;null;30,229032;24,969677;21,709677;90,379032;2;,645161;47,580645;null;
2001-06-30;0;52,5;null;null;205,4;5,866667;13;67,1;null;29,8;23,486;18,943333;87,4;2;,577778;42,777778;null;
2001-07-31;0;53,2;null;null;188,2;5,505376;11;83;null;30,896774;24,629677;20,077419;86,5;2;,462366;42,365591;null;
2001-08-31;0;77,2;null;null;241,7;4,55914;4;8;null;33,5;25,70129;19,76129;79,120968;3;,569892;5,075269;null;
2001-09-30;0;62,9;null;null;169,5;6,211111;14;84,9;null;32,57;25,691333;21,26;83,875;4;,6;2,022989;null;
2001-10-31;0;67,9;null;null;178,5;6,11828;17;142,3;null;32,867742;26,452258;22,477419;85,822581;3;,537634;21,172043;null;
2001-11-30;0;53,6;null;null;152,1;7,077778;21;335,3;null;31,97;25,994667;22,23;88,858333;2;,644444;43,666667;null;
2001-12-31;0;55,4;null;null;77,5;7,516129;22;257,7;null;30,9;25,877419;22,583871;87,66129;2;,554839;46,010753;null;
2002-01-31;0;58;null;null;151,1;7,021505;19;203,1;null;31,79;26,175;22,429032;84,129032;2;,511828;46,935484;null;
2002-02-28;0;39,1;null;null;94,5;7,511905;21;335,7;null;null;26,342857;22,692857;87,178571;2;,547619;46,428571;null;
2002-03-31;0;45,9;null;null;122,9;7,096774;25;383,5;null;null;26,249194;22,393548;87,056452;4;,592473;44,516129;null;
2002-04-30;0;44,7;null;null;137,2;6,888889;23;369,7;null;31,339286;26,170833;22,5;86,933333;2;,531111;18,566667;null;
2002-05-31;0;49,8;null;null;165,8;6,408602;13;253;null;30,803226;25,730968;22,019355;85,782258;2;,55914;16,849462;null;
2002-06-30;0;59;null;null;173,7;5,122222;11;27;null;30,856667;24,848667;19,886667;82,566667;3;,577778;17,255556;null;
2002-07-31;0;60,7;null;null;null;5,451613;8;37,6;null;30,781481;24,841481;19,78;82,822581;2;,645161;19,526882;null;
2002-08-31;0;75,2;null;null;200,8;5,806452;10;80,6;null;32,858065;25,625161;20,206452;81,398148;2;,483871;16,784946;null;
2002-09-30;0;67,2;null;null;182;6,255556;7;162,8;null;32,99;26,098;20,946667;80,158333;3;,677778;18,222222;null;
2002-10-31;0;48,5;null;null;166,2;6,397849;16;170,6;null;32,945161;26,216774;21,603226;83,016129;3;,817204;18,731183;null;
2002-11-30;0;43,4;null;null;129,3;7,211111;21;277,7;null;31,253333;25,482;21,063333;85,833333;2;,7;19,833333;null;
2002-12-31;0;56,5;null;null;103,7;8,215054;18;258,2;null;31,109677;26,075484;22,551613;85,725806;3;,526882;18,387097;null;
2003-01-31;36;53,1;141,003314;141,003314;124,3;7,752688;24;303,1;null;31,677419;26,283226;22,196774;86,302083;3;,882796;19,215054;null;
2003-02-28;0;40,1;119,864322;119,864322;91,2;8,313253;20;238,3;null;30,971429;25,885714;21,857143;86,858696;3;,75;20,02381;null;
2003-03-31;0;50;130,49482;130,49482;112,5;7,752688;21;310;null;30,948387;25,912903;21,590323;86,370968;2;,677419;19,731183;null;
2003-04-30;0;40,9;122,284263;122,284263;126,8;6,933333;20;267,2;null;31,103333;25,773333;21,2;84,925;9,7;,83;19,077778;null;
2003-05-31;36;45,1;125,855156;125,855156;154,2;7,193548;19;218,2;null;31,422581;25,830968;20,790323;84,330645;2;,817204;17,268817;null;
2003-06-30;0;46,2;114,837776;114,837776;182,2;6,355556;13;133;null;31,568966;25,480667;20,333333;85,441667;2;,6;16,922222;null;
2003-07-31;0;59,9;104,694671;104;227,1;4,569892;3;4;null;31,493548;24,595484;18,870968;81,08871;2;,516129;17,55914;null;
2003-08-31;0;62,5;106,157176;106,157176;196,5;5,55914;9;130;null;31,241935;24,42;18,787097;79,330645;3;,709677;17,268817;null;
2003-09-30;0;56,8;null;null;153,8;6,355556;15;157,8;null;31,92;25,285333;20,67;82,725;3;,611111;17,811111;null;
2003-10-31;0;65,8;null;null;185,9;6,16129;8;119;null;32,696774;26,72;22,619355;81,41129;2;,655914;19,569892;null;
2003-11-30;0;52,4;null;null;147,4;6,977778;11;176,6;null;32,006667;26,295333;22,69;84,716667;2;,677778;19;null;
2003-12-31;0;53,5;null;null;131,4;7,129032;19;206;null;31,506452;26,290323;23,06129;85,983871;2;,462366;18,709677;null;
2004-01-31;0;47;null;null;124,9;7,892473;24;360,6;null;31,670968;26,289677;23,125806;87,137097;3;,537634;19,268817;null;
2004-02-29;0;41,5;null;null;100,3;7,735632;16;360,8;null;30,896552;25,737241;22,572414;87,301724;2;,551724;19,011494;null;
2004-03-31;0;41;null;null;99,9;8,010753;23;427,8;null;31,177419;26,257419;23,406452;87,290323;2;,645161;19,391304;null;
2004-04-30;0;44,1;null;null;127,3;7,377778;14;209,2;null;31,573333;26,397333;23,1;86,025;3;,788889;19,288889;null;
2004-05-31;0;43,9;null;null;129,1;6,924731;10;90,2;null;29,36129;24,345806;20,677419;85,991935;2;,83871;18,387097;null;
2004-06-30;0;41;null;null;132,9;6,911111;12;92;null;30,076667;24,448667;20,433333;86,375;2;,622222;16,811111;null;
2004-07-31;0;47,7;null;null;168,4;6,688172;7;116,6;null;30,416129;24,700645;20,416129;85,16129;2;,72043;16,946237;null;
2004-08-31;0;59,3;null;null;179,1;5,537634;11;132,6;null;31,725806;25,02;19,987097;82,379032;2;,612903;17,677419;null;
2004-09-30;0;54,3;null;null;115,5;7,411111;14;156,2;null;31,793103;25,638667;21,313333;83,525;2;,633333;15,655556;null;
2004-10-31;0;55,6;null;null;143;7;19;206,4;null;32,058065;26,5;22,877419;85,290323;2;,709677;17,870968;null;
2004-11-30;0;52;null;null;125,5;7,067416;15;264,6;null;31,710345;26,224828;22,84;85,741379;2;,573034;19,213483;null;
2004-12-31;0;45,5;null;null;100,5;7,741935;19;302,6;null;31,267742;26,244516;23,329032;87,33871;3;,602151;18,172043;null;
2005-01-31;0;null;null;null;126,9;7,569892;18;339,8;null;31,409677;26,327097;23,109677;87,725806;5;,569892;17,892473;null;
2005-02-28;0;null;null;null;78,3;8,345238;18;327,4;null;30,803571;26,029286;23,314286;88,151786;2;,654762;19,047619;null;
2005-03-31;0;null;null;null;115,2;7,709677;20;325,8;null;31,083871;26,392258;23,387097;87,290323;2;,664516;17,698925;null;
2005-04-30;0;null;null;null;122;7,611111;14;295,2;null;31,096667;25,959333;22,746667;85,525;2;,7;16,777778;null;
2005-05-31;0;null;null;null;173,2;6,258065;10;37;null;31,935484;26,469677;22,483871;83,040323;2;,548387;17,623656;null;
2005-06-30;0;42,2;null;null;196;5,322222;7;55,7;null;31,576667;25,872667;21,613333;82,925;2;,677778;18,311111;null;
2005-07-31;0;76,4;null;null;255,2;4,096774;1;2;null;31,941935;24,412258;18,287097;76,75;3;,817204;17,419355;null;
2005-08-31;0;99,2;null;null;182,9;5,258065;4;28,4;null;33,887097;26,171613;19,848387;72,354839;3;,806452;14,677419;null;
2005-09-30;0;88,7;null;null;167,5;6,177778;5;33,3;null;33,34;25,625333;19,633333;74,25;4;,911111;15,777778;null;
2005-10-31;0;60,1;null;null;153,5;7,182796;19;267;null;32,5;26,554194;22,690323;83,556452;3;,83871;17,956989;null;
2005-11-30;0;51,4;null;null;144,7;6,855556;16;263,6;null;32;26,586;23,003333;84,216667;2;,811111;18,888889;null;
2005-12-31;0;59,7;null;null;130,6;6,83871;18;230,2;null;31,341935;26,400645;23,132258;85,048387;2;,806452;18,494624;null;
2006-01-31;0;53;null;null;136,2;7,612903;16;260;null;31,122581;26,102581;22,906452;85,08871;3;,72043;17,903226;null;
2006-02-28;0;41,9;null;null;96,3;7,880952;19;240,1;null;30,95;26,128571;22,964286;89,294643;2;,595238;17,464286;null;
2006-03-31;0;43,7;null;null;110,9;7,83871;23;400,6;null;31,045161;25,829677;22,696774;89,645161;2;,591398;17,709677;null;
2006-04-30;0;46;null;null;136;7,122222;20;106,9;null;31,04;25,788667;22,203333;88,875;2;,655556;17,744444;null;
2006-05-31;0;63,4;null;null;176,1;4,978495;8;29,7;null;30,103226;23,814194;18,845161;82,766129;2;,741935;19;null;
2006-06-30;0;55,3;113,39739;42,7;162,1;5,622222;11;42,7;null;31,68;25,387333;20,583333;82,433333;2;,455556;17,577778;null;
2006-07-31;0;79,8;120,557992;76,9;243;3,354839;8;76,9;null;33,045161;25,612903;19,464516;77,596774;2;,473118;19,634409;null;
2006-08-31;0;84,7;126,903759;81,4;190,1;4,032258;6;81,4;null;33,664516;26,004516;19,751613;76,233871;2;,44086;18,698925;null;
2006-09-30;0;97,9;131,492677;33,9;167,1;5,633333;8;33,9;null;34,026667;26,358667;20,726667;74,325;2;,677778;18,222222;null;
2006-10-31;0;69,4;147,105054;92,2;127;7;17;92,2;null;32,812903;26,876774;22,46129;81,927419;3;,602151;18,44086;null;
2006-11-30;0;54,4;136,16731;136,16731;129,9;6,877778;20;340,2;null;31,953333;26,142667;21,926667;84,808333;9,6;,673333;17,8;null;
2006-12-31;0;39,8;134,974421;134,974421;86,5;7,688172;20;300,2;null;30,793548;25,916774;22,426667;86,879032;2;,462366;18,225806;null;
2007-01-31;0;49,1;137,869997;137,869997;117,1;7,462366;20;407,4;null;31,183871;26,137419;22,264516;87,08871;2;,376344;18,924731;null;
2007-02-28;0;53,2;130,585401;130,585401;139,8;6,845238;10;248,9;null;32,078571;26,679286;22,157143;82,785714;2;,428571;19,240964;null;
2007-03-31;0;43,2;127,285386;127,285386;110,3;8,043011;23;277,5;null;30,780645;25,761935;21,667742;86,427419;2;,613978;18,139785;null;
2007-04-30;0;38,2;122,284263;122,284263;123,4;7,655556;20;194,7;null;30,993333;25,782667;21,626667;85,891667;9;,722222;17,266667;null;
2007-05-31;0;43,1;102,54409;102,54409;163;6,430108;13;190,9;null;30,167742;24,296129;19,041935;84,572581;3;,55914;17,096774;null;
2007-06-30;0;47,5;103,661116;103,661116;205,1;5,277778;4;29,7;null;31,193333;24,65;18,77;83,016667;2;,388889;17,877778;null;
2007-07-31;0;65,2;103,328153;59,838884;205,5;4,784946;7;33,8;null;31,393548;24,385806;18,006452;79,991935;3;,580645;17,215054;null;
2007-08-31;0;75,1;114,73694;114,73694;200,5;3,311828;5;124;null;32,890323;25,075484;17,816129;77,193548;6;,569892;18,827957;null;
2007-09-30;0;66,7;126,734979;98,26306;135,8;5,766667;9;89;null;33,36;25,963704;20,581481;78,966667;2;,422222;17,438202;null;
2007-10-31;0;63;141,880534;141,880534;154,3;6,043011;15;184,4;null;32,6;26,594839;22,596774;81,717742;2;,516129;19,784946;null;
2007-11-30;0;49;129,625875;129,625875;103,9;7,233333;17;398;null;31,74;25,867333;22,656667;85,725;2;,566667;17,688889;null;
2007-12-31;0;43,9;130,016293;130,016293;88,7;7,268817;21;392,6;null;30,793548;25,753548;22,548387;86,419355;3;,55914;18,11828;null;
2008-01-31;0;45,2;131,196876;131,196876;77,4;7,602151;21;259,8;null;30,670968;25,661935;22,554839;86,516129;2;,483871;18,268817;null;
2008-02-29;0;41,4;118,090769;118,090769;53,6;7,666667;18;196,5;null;30,855172;25,570345;22,541379;85,818966;2;,477011;17,114943;null;
2008-03-31;0;39,1;122,495673;122,495673;64,5;7,580645;22;251,5;null;30,077419;25,439355;22,493548;86,58871;3;,505376;17,83871;null;
2008-04-30;0;41,4;117,702575;117,702575;136,9;7,211111;16;256;null;30,62;25,556667;22,223333;86,291667;2;,522222;17,177778;null;
2008-05-31;0;43,1;101,149673;101,149673;124,6;6,526882;16;167,9;null;29,574194;24,208387;20,448387;85,556452;3;,645161;17,903226;null;
2008-06-30;0;40,2;89,541073;72,412389;158,1;6,344444;8;25,1;null;29,3;23,579333;19,23;83,52;2;,6;16,611111;null;
2008-07-31;0;64,4;116,113711;72,721857;239,6;3,677419;6;46,7;null;32,522581;25,263871;20,009677;81,596774;2;,408602;15,505376;null;
2008-08-31;0;77,6;143,406949;68,332336;219,3;4,580645;6;52,8;null;34,051613;26,901935;21,632258;78,814516;2;,408602;15,903226;null;
2008-09-30;0;74,7;128,390138;128,390138;178,3;4,933333;6;221,4;null;33,286667;26,145333;21,04;80,45;2;,511111;16,133333;null;
2008-10-31;0;63;163,669186;163,669186;156,1;6,44086;15;173,5;null;32,683871;26,709032;22,829032;82,693548;2;,537634;16,935484;null;
2008-11-30;0;52,3;136,222535;136,044767;105,3;7,8;17;130,2;null;31,773333;26,437333;23,353333;84,791667;2;,477778;16,777778;null;
2008-12-31;0;45;136,665776;136,665776;97;7,946237;22;318;null;31,329032;25,990323;23,093548;87,225806;2;,408602;16,774194;null;
2009-01-31;0;41,6;134,504937;134,504937;77,4;7,311828;22;289,6;null;30,490323;25,902581;23,022581;85,645161;3;,419355;16,688172;null;
2009-02-28;0;37,3;116,916338;116,916338;66,3;8,345238;19;287,7;null;30,378571;25,706429;22,989286;86,339286;2;,346429;17,142857;null;
2009-03-31;0;37,1;133,759554;133,759554;95,4;8,709677;25;469,8;null;30,858065;26,086452;23,2;86,951613;2;,516129;16,602151;null;
2009-04-30;0;37,8;123,813346;123,813346;96,2;8,177778;21;205,6;null;30,72;25,897333;23,246667;87,266667;3;,644444;16,411111;null;
2009-05-31;0;41,6;129,003815;129,003815;141,9;6,978495;15;221,8;null;31,393548;26,013548;22,964516;86,282258;2;,666667;14,903226;null;
2009-06-30;0;47;105,015313;98,33695;133,6;7,088889;10;66,1;null;30,143333;24,878667;20,963333;84,125;3;,8;15,022222;null;
2009-07-31;0;64,5;113,156232;73,940039;186,8;5,741935;10;37,8;null;31,587097;25,142581;20,551613;83,298387;3;,526882;14,204301;null;
2009-08-31;0;88,5;128,484452;86,146618;195,4;5,086022;7;72,4;null;33,058065;26,016129;21,064516;78,903226;3;,494624;16,129032;null;
2009-09-30;0;100,2;139,693206;98,843854;206,8;5,455556;6;91,9;null;33,67;26,804667;21,873333;77,716667;5;,644444;16,6;null;
2009-10-31;0;110,2;154,275166;117,941819;200,8;5,655914;10;114,2;null;33,43871;27,219355;22,993548;79,193548;2;,666667;16,88172;null;
2009-11-30;0;54,6;142,932592;142,932592;146,9;7,566667;16;264,2;null;32,32;26,672;23,493333;85,633333;3;,688889;16,888889;null;
2009-12-31;0;43,8;131,654814;131,654814;91,7;8,301075;22;351,8;null;31,148387;25,75871;22,96129;88,572581;2;,376344;16,580645;null;
2010-01-31;0;47,3;139,574068;139,574068;108,2;7,709677;19;263,2;null;31,6;26,268387;22,716129;86,475806;2;,516129;17,44086;null;
2010-02-28;0;41,5;132,16897;128,172539;112,1;8,261905;14;102,5;null;31,971429;26,717857;23,117857;86,6875;2;,47619;16,392857;null;
2010-03-31;0;60,9;142,166727;140,975833;117;7,860215;16;137,8;null;32,270968;26,612258;23,041935;87,016129;2;,623656;16,580645;null;
2010-04-30;0;89,6;141,512507;127,167902;192,8;6,066667;12;105,8;null;33,066667;27,029333;22,806667;83,033333;2;,5;16,266667;null;
2010-05-31;0;71;119,717341;119,717341;158,6;6,462366;9;157;null;31,232258;25,447742;21,451613;84,403226;2;,505376;16,139785;null;
2010-06-30;0;61,8;117,756257;81,627566;201,8;5,922222;6;31,2;null;31,666667;25,728;20,873333;83,025;3;,544444;13,911111;null;
2010-07-31;0;65,8;95,385917;63,979938;203,3;5,946237;7;50,8;null;30,8;23,905161;18,377419;81,225806;3;,774194;14,516129;null;
2010-08-31;0;93,8;122,242096;58,158168;217,3;6,311828;2;45,6;null;34,18;25,693548;18,674194;72,564516;2;,505376;11,172043;null;
2010-09-30;0;80,5;138,025706;78,211504;181,8;7,322222;8;73;null;33,77;26,775333;21,22;76,883333;2;,433333;12,088889;null;
2010-10-31;0;71,5;114,663878;114,663878;171,1;7,150538;13;222,8;null;33,95;25,916842;21,367742;80,693548;2;,645161;17,419355;null;
2010-11-30;0;56;128,025009;128,025009;150,4;6,977778;17;247,2;null;32,259259;25,894815;21,3;84,808333;2;,577778;16,666667;null;
2010-12-31;0;49,8;130,016293;130,016293;134,1;7;17;205,6;null;31,703226;25,639355;21,33871;85,612903;2;,494624;16,666667;null;
2011-01-31;0;37,3;127,945282;127,945282;109,1;8,655914;24;344,8;null;30,906452;25,512258;21,641935;86,419355;2;,55914;16,774194;null;
2011-02-28;0;16;109,765487;109,765487;69,5;8,642857;23;264,8;null;30,271429;25,314074;21,6;87,169643;2;,559524;16,452381;null;
2011-03-31;0;33;124,130734;124,130734;106,9;8,55914;25;394,2;null;30,690323;25,530968;21,480645;87,33871;2;,397849;16,849462;null;
2011-04-30;0;23,4;128,451477;128,451477;153,1;8,022222;17;233,4;null;31,51;26,191333;21,746667;85,158333;2;,577778;16,655556;null;
2011-05-31;0;22,7;119,66702;110,141647;180,6;6,795699;11;89,4;null;31,051613;25,44;20,380645;85,274194;3;,784946;15,11828;null;
2011-06-30;0;58,7;142,981544;80,00073;198,3;6,033333;6;39,8;null;31,4;25,228;19,64;83,075;2;,611111;14,533333;null;
2011-07-31;0;83,8;134,692002;92,50431;222,8;4,258065;5;83,6;null;31,948387;24,69;19,17;81,185484;3;,408602;16,430108;null;
2011-08-31;0;141,9;146,782353;41,115951;240,2;4,204301;9;57,2;null;33,596774;null;null;75,709677;3;,548387;16,903226;null;
2011-09-30;0;117,5;133,083988;133,083988;194;6,166667;11;139,8;null;33,446667;26,525714;22,607143;80,766667;2;,544444;15,833333;null;
2011-10-31;0;52,5;138,44311;121,299285;138,1;8,322581;12;119,4;null;32,367742;26,311613;22,987097;85,024194;2;,677419;16,548387;null;
2011-11-30;0;71,6;144,652202;129,573514;156,7;6,788889;13;129,8;null;32,553333;26,806;23,166667;83,191667;2;,711111;16,666667;null;
2011-12-31;0;39;133,263093;133,263093;106,2;7,83871;21;357,6;null;31,116129;25,885806;23,016129;88,903226;2;,451613;17,215054;null;
2012-01-31;0;47,4;124,689862;124,689862;85;8,268817;24;309,4;null;30,412903;25,410323;22,767742;89,854839;2;,365591;16,526882;null;
2012-02-29;0;52,5;115,086085;115,086085;100,4;8,126437;21;324;null;30,003448;25,341379;22,558621;88,353448;2;,402299;16,954023;null;
2012-03-31;0;47,5;128,758179;128,758179;161,5;7,408602;20;296,4;null;31,309677;25,830968;22,593548;86,774194;3;,569892;16,397849;null;
2012-04-30;0;57,3;126,801445;126,801445;129,2;7,5;20;294,4;null;31,313333;26,118;23,103333;87,558333;2;,511111;16,011111;null;
2012-05-31;0;84,6;122,660809;122,652894;195,1;6,580645;11;121,4;null;31,619355;25,512903;21,841935;86,524194;2;,580645;15,741935;null;
2012-06-30;0;70,8;103,583857;102,340963;197,5;5,644444;11;88,6;null;30,83;24,772667;20,753333;86,225;2;,522222;14,533333;null;
2012-07-31;0;90,8;103,282338;82,440357;238,7;4,333333;4;44,8;null;31,903226;24,368387;18,912903;81,08871;2;,473118;16,129032;null;
2012-08-31;0;129,4;125,365445;115,670997;243,2;3,83871;5;108,2;null;33,348387;25,723226;19,990323;77,556452;2;,55914;19,268817;null;
2012-09-30;0;144,3;136,445441;136,445441;188,6;5,866667;7;181;null;34,186667;26,686667;21,74;77,075;2;,633333;17,188889;null;
2012-10-31;0;94,1;143,678002;142,019534;173,7;7,053763;11;135;null;32,703226;26,530323;22,567742;83,258065;2;,580645;16,88172;null;
2012-11-30;0;76,2;144,710868;144,710868;143,5;8,077778;17;203,4;null;32,42;26,782;23,433333;84,891667;2;,466667;16,611111;null;
2012-12-31;0;44,7;136,628116;136,628116;93,6;8,344086;26;360,8;null;30,425806;25,461935;22,916129;90,08871;2;,569892;17,150538;null;
2013-01-31;0;37,7;129,513375;129,513375;95;8,225806;24;513,2;null;31,148387;25,823871;22,664516;88,258065;2;,397849;17,849462;null;
2013-02-28;0;36,8;121,323892;121,323892;80,2;7,97619;21;232,8;null;30,8;25,971429;23,025;88,160714;3;,47619;16,797619;null;
2013-03-31;0;54,3;137,054059;137,054059;111,3;7,849462;22;354,2;null;31,348387;26,285161;23,083871;88,16129;4;,526882;17,419355;null;
2013-04-30;0;68,8;133,247652;133,247652;174,3;6,055556;10;156,6;null;32,726667;26,468;22,2;85,55;2;,5;16,4;null;
2013-05-31;0;58,3;127,387676;125,812921;133,2;7,16129;14;110,1;null;31,432258;25,896774;22,480645;88,258065;3;,516129;16,021505;null;
2013-06-30;0;46,6;119,194753;119,194753;168,7;6,477778;15;189,2;null;31,68;25,763333;22,196667;89,183333;2;,411111;14,633333;null;
2013-07-31;0;78,5;103,250761;103,198492;213,9;5,88172;7;100;null;31,054839;24,390323;19,641935;87,120968;2;,483871;14,290323;null;
2013-08-31;0;140,4;190,802171;93,946319;212,1;4,172043;4;13,6;null;32,548387;24,887742;19,225806;82,112903;3;,752688;16,290323;null;
